"state","zcta5","county","tract","stab","cntyname","zipname","pop10","afact"
"State code","ZIP census tabulation area","County code","Tract","State abbreviation","County name","ZCTA name","Total population (2010)","zcta5 to tract allocation factor"
"17","60636","17031","6806.00","IL","Cook IL","Chicago, IL",136,0.0033 
"17","60636","17031","6810.00","IL","Cook IL","Chicago, IL",261,0.0064 
"17","60636","17031","6811.00","IL","Cook IL","Chicago, IL",56,0.0014 
"17","60636","17031","6814.00","IL","Cook IL","Chicago, IL",52,0.0013 
"17","60636","17031","8349.00","IL","Cook IL","Chicago, IL",2272,0.0555 
"17","60636","17031","8350.00","IL","Cook IL","Chicago, IL",200,0.0049 
"17","60636","17031","8351.00","IL","Cook IL","Chicago, IL",337,0.0082 
"17","60637","17031","4003.00","IL","Cook IL","Chicago, IL",2,0 
"17","60637","17031","4004.00","IL","Cook IL","Chicago, IL",1955,0.0395 
"17","60637","17031","4005.00","IL","Cook IL","Chicago, IL",2255,0.0456 
"17","60637","17031","4008.00","IL","Cook IL","Chicago, IL",2690,0.0543 
"17","60637","17031","4108.00","IL","Cook IL","Chicago, IL",363,0.0073 
"17","60637","17031","4110.00","IL","Cook IL","Chicago, IL",2869,0.058 
"17","60637","17031","4111.00","IL","Cook IL","Chicago, IL",2132,0.0431 
"17","60637","17031","4112.00","IL","Cook IL","Chicago, IL",1640,0.0331 
"17","60637","17031","4201.00","IL","Cook IL","Chicago, IL",1441,0.0291 
"17","60637","17031","4202.00","IL","Cook IL","Chicago, IL",1723,0.0348 
"17","60637","17031","4203.00","IL","Cook IL","Chicago, IL",2488,0.0503 
"17","60637","17031","4204.00","IL","Cook IL","Chicago, IL",1329,0.0268 
"17","60637","17031","4205.00","IL","Cook IL","Chicago, IL",2624,0.053 
"17","60637","17031","4206.00","IL","Cook IL","Chicago, IL",2219,0.0448 
"17","60637","17031","4207.00","IL","Cook IL","Chicago, IL",3261,0.0659 
"17","60637","17031","4208.00","IL","Cook IL","Chicago, IL",2213,0.0447 
"17","60637","17031","4212.00","IL","Cook IL","Chicago, IL",1380,0.0279 
"17","60637","17031","4303.00","IL","Cook IL","Chicago, IL",2329,0.047 
"17","60637","17031","6904.00","IL","Cook IL","Chicago, IL",3428,0.0692 
"17","60637","17031","6905.00","IL","Cook IL","Chicago, IL",805,0.0163 
"17","60637","17031","8344.00","IL","Cook IL","Chicago, IL",3772,0.0762 
"17","60637","17031","8345.00","IL","Cook IL","Chicago, IL",1020,0.0206 
"17","60637","17031","8362.00","IL","Cook IL","Chicago, IL",1529,0.0309 
"17","60637","17031","8418.00","IL","Cook IL","Chicago, IL",505,0.0102 
"17","60637","17031","8425.00","IL","Cook IL","Chicago, IL",2242,0.0453 
"17","60637","17031","8439.00","IL","Cook IL","Chicago, IL",1289,0.026 
"17","60638","17031","5602.00","IL","Cook IL","Chicago, IL",1721,0.0313 
"17","60638","17031","5603.00","IL","Cook IL","Chicago, IL",3187,0.0579 
"17","60638","17031","5607.00","IL","Cook IL","Chicago, IL",3484,0.0633 
"17","60638","17031","5608.00","IL","Cook IL","Chicago, IL",5411,0.0983 
"17","60638","17031","5609.00","IL","Cook IL","Chicago, IL",5093,0.0926 
"17","60638","17031","5610.00","IL","Cook IL","Chicago, IL",5161,0.0938 
"17","60638","17031","5611.00","IL","Cook IL","Chicago, IL",5407,0.0983 
"17","60638","17031","6403.00","IL","Cook IL","Chicago, IL",6463,0.1175 
"17","60638","17031","6404.00","IL","Cook IL","Chicago, IL",3190,0.058 
"17","60638","17031","6405.00","IL","Cook IL","Chicago, IL",3491,0.0634 
"17","60638","17031","6406.00","IL","Cook IL","Chicago, IL",3912,0.0711 
"17","60638","17031","6407.00","IL","Cook IL","Chicago, IL",3156,0.0574 
"17","60638","17031","8208.00","IL","Cook IL","Chicago, IL",2939,0.0534 
"17","60638","17031","8209.01","IL","Cook IL","Chicago, IL",1114,0.0202 
"17","60638","17031","8352.00","IL","Cook IL","Chicago, IL",1297,0.0236 
"17","60639","17031","1902.00","IL","Cook IL","Chicago, IL",186,0.0021 
"17","60639","17031","1903.00","IL","Cook IL","Chicago, IL",110,0.0012 
"17","60639","17031","1904.01","IL","Cook IL","Chicago, IL",295,0.0033 
"17","60639","17031","1904.02","IL","Cook IL","Chicago, IL",230,0.0025 
"17","60639","17031","1906.01","IL","Cook IL","Chicago, IL",4545,0.0503 
"17","60639","17031","1906.02","IL","Cook IL","Chicago, IL",5516,0.061 
"17","60639","17031","1907.01","IL","Cook IL","Chicago, IL",2955,0.0327 
"17","60639","17031","1907.02","IL","Cook IL","Chicago, IL",4869,0.0539 
"17","60639","17031","1908.00","IL","Cook IL","Chicago, IL",6632,0.0734 
"17","60639","17031","1909.00","IL","Cook IL","Chicago, IL",2040,0.0226 
"17","60639","17031","1910.00","IL","Cook IL","Chicago, IL",2559,0.0283 
"17","60639","17031","1911.00","IL","Cook IL","Chicago, IL",7414,0.082 
"17","60639","17031","1912.00","IL","Cook IL","Chicago, IL",3853,0.0426 
"17","60639","17031","1913.01","IL","Cook IL","Chicago, IL",5397,0.0597 
"17","60639","17031","1913.02","IL","Cook IL","Chicago, IL",5034,0.0557 
"17","60639","17031","2001.00","IL","Cook IL","Chicago, IL",71,0.0008 
"17","60639","17031","2002.00","IL","Cook IL","Chicago, IL",5427,0.06 
"17","60639","17031","2003.00","IL","Cook IL","Chicago, IL",2209,0.0244 
"17","60639","17031","2004.01","IL","Cook IL","Chicago, IL",3603,0.0399 
"17","60639","17031","2004.02","IL","Cook IL","Chicago, IL",4372,0.0484 
"17","60639","17031","2207.02","IL","Cook IL","Chicago, IL",74,0.0008 
"17","60639","17031","2209.01","IL","Cook IL","Chicago, IL",70,0.0008 
"17","60639","17031","2304.00","IL","Cook IL","Chicago, IL",67,0.0007 
"17","60639","17031","2305.00","IL","Cook IL","Chicago, IL",3570,0.0395 
"17","60639","17031","2306.00","IL","Cook IL","Chicago, IL",208,0.0023 
"17","60639","17031","2502.00","IL","Cook IL","Chicago, IL",2669,0.0295 
"17","60639","17031","2503.00","IL","Cook IL","Chicago, IL",4725,0.0523 
"17","60639","17031","2504.00","IL","Cook IL","Chicago, IL",5887,0.0651 
"17","60639","17031","2505.00","IL","Cook IL","Chicago, IL",219,0.0024 
"17","60639","17031","2506.00","IL","Cook IL","Chicago, IL",111,0.0012 
"17","60639","17031","2507.00","IL","Cook IL","Chicago, IL",279,0.0031 
"17","60639","17031","2508.00","IL","Cook IL","Chicago, IL",85,0.0009 
"17","60639","17031","8312.00","IL","Cook IL","Chicago, IL",4310,0.0477 
"17","60639","17031","8313.00","IL","Cook IL","Chicago, IL",412,0.0046 
"17","60639","17031","8315.00","IL","Cook IL","Chicago, IL",404,0.0045 
"17","60640","17031","0307.01","IL","Cook IL","Chicago, IL",1549,0.0235 
"17","60640","17031","0307.02","IL","Cook IL","Chicago, IL",1630,0.0248 
"17","60640","17031","0307.03","IL","Cook IL","Chicago, IL",2830,0.043 
"17","60640","17031","0307.06","IL","Cook IL","Chicago, IL",3599,0.0547 
"17","60640","17031","0308.00","IL","Cook IL","Chicago, IL",4119,0.0626 
"17","60640","17031","0309.00","IL","Cook IL","Chicago, IL",2951,0.0449 
"17","60640","17031","0310.00","IL","Cook IL","Chicago, IL",3656,0.0556 
"17","60640","17031","0311.00","IL","Cook IL","Chicago, IL",4402,0.0669 
"17","60640","17031","0312.00","IL","Cook IL","Chicago, IL",5648,0.0858 
"17","60640","17031","0313.00","IL","Cook IL","Chicago, IL",7076,0.1076 
"17","60640","17031","0314.00","IL","Cook IL","Chicago, IL",118,0.0018 
"17","60640","17031","0315.01","IL","Cook IL","Chicago, IL",4083,0.0621 
"17","60640","17031","0315.02","IL","Cook IL","Chicago, IL",4110,0.0625 
"17","60640","17031","0317.00","IL","Cook IL","Chicago, IL",6570,0.0999 
"17","60640","17031","0318.00","IL","Cook IL","Chicago, IL",1820,0.0277 
"17","60640","17031","0319.00","IL","Cook IL","Chicago, IL",2304,0.035 
"17","60640","17031","0401.00","IL","Cook IL","Chicago, IL",1192,0.0181 
"17","60640","17031","0404.02","IL","Cook IL","Chicago, IL",2628,0.0399 
"17","60640","17031","8307.00","IL","Cook IL","Chicago, IL",3414,0.0519 
"17","60640","17031","8308.00","IL","Cook IL","Chicago, IL",2091,0.0318 
"17","60641","17031","1405.00","IL","Cook IL","Chicago, IL",43,0.0006 
"17","60641","17031","1502.00","IL","Cook IL","Chicago, IL",4983,0.0695 
"17","60641","17031","1503.00","IL","Cook IL","Chicago, IL",3521,0.0491 
"17","60641","17031","1507.00","IL","Cook IL","Chicago, IL",4546,0.0634 
"17","60641","17031","1508.00","IL","Cook IL","Chicago, IL",5280,0.0737 
"17","60641","17031","1510.01","IL","Cook IL","Chicago, IL",2819,0.0393 
"17","60641","17031","1510.02","IL","Cook IL","Chicago, IL",4567,0.0637 
"17","60641","17031","1511.00","IL","Cook IL","Chicago, IL",5374,0.075 
"17","60641","17031","1602.00","IL","Cook IL","Chicago, IL",2128,0.0297 
"17","60641","17031","1603.00","IL","Cook IL","Chicago, IL",3785,0.0528 
"17","60641","17031","1604.00","IL","Cook IL","Chicago, IL",295,0.0041 
"17","60641","17031","1609.00","IL","Cook IL","Chicago, IL",234,0.0033 
"17","60641","17031","1610.00","IL","Cook IL","Chicago, IL",1707,0.0238 
"17","60641","17031","1611.00","IL","Cook IL","Chicago, IL",1861,0.026 
"17","60641","17031","1612.00","IL","Cook IL","Chicago, IL",2930,0.0409 
"17","60641","17031","1613.00","IL","Cook IL","Chicago, IL",4117,0.0574 
"17","60641","17031","1901.00","IL","Cook IL","Chicago, IL",2488,0.0347 
"17","60641","17031","1902.00","IL","Cook IL","Chicago, IL",5667,0.0791 
"17","60641","17031","1903.00","IL","Cook IL","Chicago, IL",5671,0.0791 
"17","60641","17031","2001.00","IL","Cook IL","Chicago, IL",4283,0.0598 
"17","60641","17031","2104.00","IL","Cook IL","Chicago, IL",3035,0.0424 
"17","60641","17031","2105.02","IL","Cook IL","Chicago, IL",38,0.0005 
"17","60641","17031","8311.00","IL","Cook IL","Chicago, IL",216,0.003 
"17","60641","17031","8317.00","IL","Cook IL","Chicago, IL",2075,0.029 
"17","60642","17031","2416.00","IL","Cook IL","Chicago, IL",3124,0.169 
"17","60642","17031","2420.00","IL","Cook IL","Chicago, IL",4383,0.2372 
"17","60642","17031","2433.00","IL","Cook IL","Chicago, IL",2386,0.1291 
"17","60642","17031","2434.00","IL","Cook IL","Chicago, IL",3001,0.1624 
"17","60642","17031","2435.00","IL","Cook IL","Chicago, IL",2937,0.1589 
"17","60642","17031","8323.00","IL","Cook IL","Chicago, IL",1,0.0001 
"17","60642","17031","8422.00","IL","Cook IL","Chicago, IL",268,0.0145 
"17","60642","17031","8423.00","IL","Cook IL","Chicago, IL",2380,0.1288 
"17","60643","17031","5303.00","IL","Cook IL","Chicago, IL",4252,0.0851 
"17","60643","17031","5304.00","IL","Cook IL","Chicago, IL",2193,0.0439 
"17","60643","17031","5305.03","IL","Cook IL","Chicago, IL",905,0.0181 
"17","60643","17031","7201.00","IL","Cook IL","Chicago, IL",3296,0.066 
"17","60643","17031","7202.00","IL","Cook IL","Chicago, IL",4016,0.0804 
"17","60643","17031","7203.00","IL","Cook IL","Chicago, IL",3723,0.0745 
"17","60643","17031","7204.00","IL","Cook IL","Chicago, IL",11,0.0002 
"17","60643","17031","7205.00","IL","Cook IL","Chicago, IL",25,0.0005 
"17","60643","17031","7206.00","IL","Cook IL","Chicago, IL",1756,0.0352 
"17","60643","17031","7207.00","IL","Cook IL","Chicago, IL",3149,0.063 
"17","60643","17031","7302.01","IL","Cook IL","Chicago, IL",32,0.0006 
"17","60643","17031","7302.02","IL","Cook IL","Chicago, IL",75,0.0015 
"17","60643","17031","7304.00","IL","Cook IL","Chicago, IL",3474,0.0695 
"17","60643","17031","7306.00","IL","Cook IL","Chicago, IL",3610,0.0723 
"17","60643","17031","7307.00","IL","Cook IL","Chicago, IL",2326,0.0466 
"17","60643","17031","7501.00","IL","Cook IL","Chicago, IL",4107,0.0822 
"17","60643","17031","7502.00","IL","Cook IL","Chicago, IL",3227,0.0646 
"17","60643","17031","7503.00","IL","Cook IL","Chicago, IL",56,0.0011 
"17","60643","17031","7504.00","IL","Cook IL","Chicago, IL",97,0.0019 
"17","60643","17031","7505.00","IL","Cook IL","Chicago, IL",5936,0.1188 
"17","60643","17031","7506.00","IL","Cook IL","Chicago, IL",3676,0.0736 
"17","60643","17031","8214.02","IL","Cook IL","Chicago, IL",10,0.0002 
"17","60644","17031","2514.00","IL","Cook IL","Chicago, IL",3955,0.0813 
"17","60644","17031","2515.00","IL","Cook IL","Chicago, IL",4784,0.0983 
"17","60644","17031","2516.00","IL","Cook IL","Chicago, IL",3552,0.073 
"17","60644","17031","2517.00","IL","Cook IL","Chicago, IL",1461,0.03 
"17","60644","17031","2518.00","IL","Cook IL","Chicago, IL",5112,0.1051 
"17","60644","17031","2519.00","IL","Cook IL","Chicago, IL",5731,0.1178 
"17","60644","17031","2520.00","IL","Cook IL","Chicago, IL",5719,0.1176 
"17","60644","17031","2521.01","IL","Cook IL","Chicago, IL",1370,0.0282 
"17","60644","17031","2521.02","IL","Cook IL","Chicago, IL",6438,0.1323 
"17","60644","17031","2522.01","IL","Cook IL","Chicago, IL",2953,0.0607 
"17","60644","17031","2522.02","IL","Cook IL","Chicago, IL",4609,0.0947 
"17","60644","17031","8314.00","IL","Cook IL","Chicago, IL",2964,0.0609 
"17","60645","17031","0102.01","IL","Cook IL","Chicago, IL",4443,0.0981 
"17","60645","17031","0107.01","IL","Cook IL","Chicago, IL",1377,0.0304 
"17","60645","17031","0201.00","IL","Cook IL","Chicago, IL",3965,0.0876 
"17","60645","17031","0202.00","IL","Cook IL","Chicago, IL",6676,0.1475 
"17","60645","17031","0203.01","IL","Cook IL","Chicago, IL",4750,0.1049 
"17","60645","17031","0203.02","IL","Cook IL","Chicago, IL",4650,0.1027 
"17","60645","17031","0204.00","IL","Cook IL","Chicago, IL",4168,0.0921 
"17","60645","17031","0205.00","IL","Cook IL","Chicago, IL",4775,0.1055 
"17","60645","17031","0206.01","IL","Cook IL","Chicago, IL",6176,0.1364 
"17","60645","17031","0206.02","IL","Cook IL","Chicago, IL",4185,0.0924 
"17","60645","17031","0207.02","IL","Cook IL","Chicago, IL",109,0.0024 
"17","60646","17031","1001.00","IL","Cook IL","Chicago, IL",5313,0.1955 
"17","60646","17031","1002.00","IL","Cook IL","Chicago, IL",134,0.0049 
"17","60646","17031","1003.00","IL","Cook IL","Chicago, IL",44,0.0016 
"17","60646","17031","1101.00","IL","Cook IL","Chicago, IL",4727,0.1739 
"17","60646","17031","1201.00","IL","Cook IL","Chicago, IL",4195,0.1544 
"17","60646","17031","1202.00","IL","Cook IL","Chicago, IL",4430,0.163 
"17","60646","17031","1203.00","IL","Cook IL","Chicago, IL",6365,0.2342 
"17","60646","17031","1301.00","IL","Cook IL","Chicago, IL",1297,0.0477 
"17","60646","17031","1302.00","IL","Cook IL","Chicago, IL",651,0.024 
"17","60646","17031","8078.00","IL","Cook IL","Chicago, IL",21,0.0008 
"17","60647","17031","0707.00","IL","Cook IL","Chicago, IL",314,0.0036 
"17","60647","17031","2004.02","IL","Cook IL","Chicago, IL",24,0.0003 
"17","60647","17031","2105.02","IL","Cook IL","Chicago, IL",485,0.0056 
"17","60647","17031","2106.02","IL","Cook IL","Chicago, IL",492,0.0056 
"17","60647","17031","2107.00","IL","Cook IL","Chicago, IL",335,0.0038 
"17","60647","17031","2108.00","IL","Cook IL","Chicago, IL",107,0.0012 
"17","60647","17031","2109.00","IL","Cook IL","Chicago, IL",109,0.0012 
"17","60647","17031","2203.00","IL","Cook IL","Chicago, IL",2102,0.0241 
"17","60647","17031","2204.00","IL","Cook IL","Chicago, IL",2495,0.0286 
"17","60647","17031","2205.00","IL","Cook IL","Chicago, IL",2626,0.0301 
"17","60647","17031","2206.01","IL","Cook IL","Chicago, IL",1766,0.0202 
"17","60647","17031","2206.02","IL","Cook IL","Chicago, IL",5064,0.058 
"17","60647","17031","2207.01","IL","Cook IL","Chicago, IL",3437,0.0394 
"17","60647","17031","2207.02","IL","Cook IL","Chicago, IL",3986,0.0457 
"17","60647","17031","2209.01","IL","Cook IL","Chicago, IL",3428,0.0393 
"17","60647","17031","2209.02","IL","Cook IL","Chicago, IL",3371,0.0386 
"17","60647","17031","2210.00","IL","Cook IL","Chicago, IL",2923,0.0335 
"17","60647","17031","2211.00","IL","Cook IL","Chicago, IL",4870,0.0558 
"17","60647","17031","2212.00","IL","Cook IL","Chicago, IL",2860,0.0328 
"17","60647","17031","2213.00","IL","Cook IL","Chicago, IL",3222,0.0369 
"17","60647","17031","2214.00","IL","Cook IL","Chicago, IL",3020,0.0346 
"17","60647","17031","2215.00","IL","Cook IL","Chicago, IL",2829,0.0324 
"17","60647","17031","2216.00","IL","Cook IL","Chicago, IL",2969,0.034 
"17","60647","17031","2222.00","IL","Cook IL","Chicago, IL",1912,0.0219 
"17","60647","17031","2225.00","IL","Cook IL","Chicago, IL",1410,0.0162 
"17","60647","17031","2226.00","IL","Cook IL","Chicago, IL",1602,0.0184 
"17","60647","17031","2227.00","IL","Cook IL","Chicago, IL",2235,0.0256 
"17","60647","17031","2228.00","IL","Cook IL","Chicago, IL",1074,0.0123 
"17","60647","17031","2229.00","IL","Cook IL","Chicago, IL",1244,0.0143 
"17","60647","17031","2301.00","IL","Cook IL","Chicago, IL",1623,0.0186 
"17","60647","17031","2302.00","IL","Cook IL","Chicago, IL",2107,0.0241 
"17","60647","17031","2303.00","IL","Cook IL","Chicago, IL",1024,0.0117 
"17","60647","17031","2304.00","IL","Cook IL","Chicago, IL",2542,0.0291 
"17","60647","17031","2307.00","IL","Cook IL","Chicago, IL",177,0.002 
"17","60647","17031","2308.00","IL","Cook IL","Chicago, IL",78,0.0009 
"17","60647","17031","2309.00","IL","Cook IL","Chicago, IL",120,0.0014 
"17","60647","17031","2403.00","IL","Cook IL","Chicago, IL",96,0.0011 
"17","60647","17031","2405.00","IL","Cook IL","Chicago, IL",2251,0.0258 
"17","60647","17031","2406.00","IL","Cook IL","Chicago, IL",1457,0.0167 
"17","60647","17031","2407.00","IL","Cook IL","Chicago, IL",1535,0.0176 
"17","60647","17031","2408.00","IL","Cook IL","Chicago, IL",1617,0.0185 
"17","60647","17031","2409.00","IL","Cook IL","Chicago, IL",7,0.0001 
"17","60647","17031","2410.00","IL","Cook IL","Chicago, IL",2,0 
"17","60647","17031","2411.00","IL","Cook IL","Chicago, IL",81,0.0009 
"17","60647","17031","2412.00","IL","Cook IL","Chicago, IL",138,0.0016 
"17","60647","17031","2413.00","IL","Cook IL","Chicago, IL",7,0.0001 
"17","60647","17031","2414.00","IL","Cook IL","Chicago, IL",39,0.0004 
"17","60647","17031","8309.00","IL","Cook IL","Chicago, IL",2230,0.0255 
"17","60647","17031","8310.00","IL","Cook IL","Chicago, IL",883,0.0101 
"17","60647","17031","8312.00","IL","Cook IL","Chicago, IL",711,0.0081 
"17","60647","17031","8322.00","IL","Cook IL","Chicago, IL",2940,0.0337 
"17","60647","17031","8323.00","IL","Cook IL","Chicago, IL",134,0.0015 
"17","60647","17031","8324.00","IL","Cook IL","Chicago, IL",3181,0.0364 
"17","60649","17031","4301.01","IL","Cook IL","Chicago, IL",3689,0.0791 
"17","60649","17031","4301.02","IL","Cook IL","Chicago, IL",2963,0.0635 
"17","60649","17031","4302.00","IL","Cook IL","Chicago, IL",4680,0.1003 
"17","60649","17031","4303.00","IL","Cook IL","Chicago, IL",7,0.0002 
"17","60649","17031","4305.00","IL","Cook IL","Chicago, IL",3604,0.0773 
"17","60649","17031","4306.00","IL","Cook IL","Chicago, IL",1665,0.0357 
"17","60649","17031","4307.00","IL","Cook IL","Chicago, IL",2210,0.0474 
"17","60649","17031","4308.00","IL","Cook IL","Chicago, IL",1763,0.0378 
"17","60649","17031","4309.00","IL","Cook IL","Chicago, IL",1814,0.0389 
"17","60649","17031","4312.00","IL","Cook IL","Chicago, IL",3078,0.066 
"17","60649","17031","4313.01","IL","Cook IL","Chicago, IL",3545,0.076 
"17","60649","17031","4313.02","IL","Cook IL","Chicago, IL",4166,0.0893 
"17","60649","17031","4314.00","IL","Cook IL","Chicago, IL",6418,0.1376 
"17","60649","17031","4601.00","IL","Cook IL","Chicago, IL",549,0.0118 
"17","60649","17031","4603.02","IL","Cook IL","Chicago, IL",9,0.0002 
"17","60649","17031","4605.00","IL","Cook IL","Chicago, IL",101,0.0022 
"17","60649","17031","8342.00","IL","Cook IL","Chicago, IL",4145,0.0889 
"17","60649","17031","8439.00","IL","Cook IL","Chicago, IL",2244,0.0481 
"17","60651","17031","2306.00","IL","Cook IL","Chicago, IL",6610,0.1029 
"17","60651","17031","2307.00","IL","Cook IL","Chicago, IL",6187,0.0963 
"17","60651","17031","2308.00","IL","Cook IL","Chicago, IL",1236,0.0192 
"17","60651","17031","2309.00","IL","Cook IL","Chicago, IL",5279,0.0821 
"17","60651","17031","2311.00","IL","Cook IL","Chicago, IL",1236,0.0192 
"17","60651","17031","2312.00","IL","Cook IL","Chicago, IL",6095,0.0948 
"17","60651","17031","2315.00","IL","Cook IL","Chicago, IL",105,0.0016 
"17","60651","17031","2506.00","IL","Cook IL","Chicago, IL",4311,0.0671 
"17","60651","17031","2507.00","IL","Cook IL","Chicago, IL",5819,0.0905 
"17","60651","17031","2508.00","IL","Cook IL","Chicago, IL",2403,0.0374 
"17","60651","17031","2510.00","IL","Cook IL","Chicago, IL",1181,0.0184 
"17","60651","17031","2511.00","IL","Cook IL","Chicago, IL",4302,0.0669 
"17","60651","17031","2512.00","IL","Cook IL","Chicago, IL",4196,0.0653 
"17","60651","17031","2513.00","IL","Cook IL","Chicago, IL",4921,0.0766 
"17","60651","17031","2514.00","IL","Cook IL","Chicago, IL",28,0.0004 
"17","60651","17031","2516.00","IL","Cook IL","Chicago, IL",97,0.0015 
"17","60651","17031","2517.00","IL","Cook IL","Chicago, IL",34,0.0005 
"17","60651","17031","8313.00","IL","Cook IL","Chicago, IL",868,0.0135 
"17","60651","17031","8366.00","IL","Cook IL","Chicago, IL",2583,0.0402 
"17","60651","17031","8367.00","IL","Cook IL","Chicago, IL",45,0.0007 
"17","60651","17031","8421.00","IL","Cook IL","Chicago, IL",6731,0.1047 
"17","60652","17031","6505.00","IL","Cook IL","Chicago, IL",967,0.0236 
"17","60652","17031","7001.00","IL","Cook IL","Chicago, IL",3426,0.0836 
"17","60652","17031","7002.00","IL","Cook IL","Chicago, IL",6605,0.1613 
"17","60652","17031","7003.01","IL","Cook IL","Chicago, IL",5728,0.1398 
"17","60652","17031","7003.02","IL","Cook IL","Chicago, IL",5319,0.1299 
"17","60652","17031","7004.01","IL","Cook IL","Chicago, IL",5923,0.1446 
"17","60652","17031","7004.02","IL","Cook IL","Chicago, IL",3914,0.0956 
"17","60652","17031","7005.01","IL","Cook IL","Chicago, IL",6041,0.1475 
"17","60652","17031","7005.02","IL","Cook IL","Chicago, IL",3036,0.0741 
"17","60653","17031","3511.00","IL","Cook IL","Chicago, IL",1960,0.0655 
"17","60653","17031","3514.00","IL","Cook IL","Chicago, IL",1306,0.0437 
"17","60653","17031","3602.00","IL","Cook IL","Chicago, IL",1443,0.0482 
"17","60653","17031","3801.00","IL","Cook IL","Chicago, IL",1924,0.0643 
"17","60653","17031","3802.00","IL","Cook IL","Chicago, IL",1680,0.0562 
"17","60653","17031","3807.00","IL","Cook IL","Chicago, IL",1237,0.0414 
"17","60653","17031","3812.00","IL","Cook IL","Chicago, IL",365,0.0122 
"17","60653","17031","3814.00","IL","Cook IL","Chicago, IL",90,0.003 
"17","60653","17031","3815.00","IL","Cook IL","Chicago, IL",237,0.0079 
"17","60653","17031","3901.00","IL","Cook IL","Chicago, IL",1268,0.0424 
"17","60653","17031","3902.00","IL","Cook IL","Chicago, IL",1840,0.0615 
"17","60653","17031","3903.00","IL","Cook IL","Chicago, IL",2743,0.0917 
"17","60653","17031","3905.00","IL","Cook IL","Chicago, IL",170,0.0057 
"17","60653","17031","8358.00","IL","Cook IL","Chicago, IL",1515,0.0507 
"17","60653","17031","8359.00","IL","Cook IL","Chicago, IL",3217,0.1076 
"17","60653","17031","8360.00","IL","Cook IL","Chicago, IL",2177,0.0728 
"17","60653","17031","8364.00","IL","Cook IL","Chicago, IL",2979,0.0996 
"17","60653","17031","8365.00","IL","Cook IL","Chicago, IL",1496,0.05 
"17","60653","17031","8396.00","IL","Cook IL","Chicago, IL",1952,0.0653 
"17","60653","17031","8436.00","IL","Cook IL","Chicago, IL",309,0.0103 
"17","60654","17031","0811.00","IL","Cook IL","Chicago, IL",530,0.0356 
"17","60654","17031","0816.00","IL","Cook IL","Chicago, IL",3545,0.2383 
"17","60654","17031","0817.00","IL","Cook IL","Chicago, IL",3102,0.2085 
"17","60654","17031","0818.00","IL","Cook IL","Chicago, IL",6474,0.4352 
"17","60654","17031","0819.00","IL","Cook IL","Chicago, IL",385,0.0259 
"17","60654","17031","8391.00","IL","Cook IL","Chicago, IL",2,0.0001 
"17","60654","17031","8423.00","IL","Cook IL","Chicago, IL",837,0.0563 
"17","60655","17031","7204.00","IL","Cook IL","Chicago, IL",1913,0.067 
"17","60655","17031","7205.00","IL","Cook IL","Chicago, IL",2141,0.075 
"17","60655","17031","7401.00","IL","Cook IL","Chicago, IL",3048,0.1068 
"17","60655","17031","7402.00","IL","Cook IL","Chicago, IL",6547,0.2293 
"17","60655","17031","7403.00","IL","Cook IL","Chicago, IL",4713,0.1651 
"17","60655","17031","7404.00","IL","Cook IL","Chicago, IL",4785,0.1676 
"17","60655","17031","7503.00","IL","Cook IL","Chicago, IL",2474,0.0867 
"17","60655","17031","7504.00","IL","Cook IL","Chicago, IL",2912,0.102 
"17","60655","17031","8233.04","IL","Cook IL","Chicago, IL",17,0.0006 
"17","60656","17031","1005.00","IL","Cook IL","Chicago, IL",5195,0.1881 
"17","60656","17031","1006.00","IL","Cook IL","Chicago, IL",4684,0.1696 
"17","60656","17031","1007.00","IL","Cook IL","Chicago, IL",4682,0.1696 
"17","60656","17031","7608.01","IL","Cook IL","Chicago, IL",3568,0.1292 
"17","60656","17031","7608.02","IL","Cook IL","Chicago, IL",2216,0.0803 
"17","60656","17031","7608.03","IL","Cook IL","Chicago, IL",6179,0.2238 
"17","60656","17031","7709.02","IL","Cook IL","Chicago, IL",313,0.0113 
"17","60656","17031","8104.00","IL","Cook IL","Chicago, IL",776,0.0281 
"17","60657","17031","0507.00","IL","Cook IL","Chicago, IL",1087,0.0165 
"17","60657","17031","0512.00","IL","Cook IL","Chicago, IL",1446,0.0219 
"17","60657","17031","0513.00","IL","Cook IL","Chicago, IL",1988,0.0301 
"17","60657","17031","0609.00","IL","Cook IL","Chicago, IL",1569,0.0238 
"17","60657","17031","0615.00","IL","Cook IL","Chicago, IL",1443,0.0219 
"17","60657","17031","0618.00","IL","Cook IL","Chicago, IL",1112,0.0168 
"17","60657","17031","0619.01","IL","Cook IL","Chicago, IL",3433,0.052 
"17","60657","17031","0619.02","IL","Cook IL","Chicago, IL",4240,0.0642 
"17","60657","17031","0620.00","IL","Cook IL","Chicago, IL",2569,0.0389 
"17","60657","17031","0621.00","IL","Cook IL","Chicago, IL",3436,0.0521 
"17","60657","17031","0622.00","IL","Cook IL","Chicago, IL",2870,0.0435 
"17","60657","17031","0623.00","IL","Cook IL","Chicago, IL",1513,0.0229 
"17","60657","17031","0624.00","IL","Cook IL","Chicago, IL",1421,0.0215 
"17","60657","17031","0625.00","IL","Cook IL","Chicago, IL",1497,0.0227 
"17","60657","17031","0626.00","IL","Cook IL","Chicago, IL",2029,0.0307 
